key,id,lecture,run,+normal,+repeat,+if,5#,10#,30#,60#,300#,long#
VA6A4HAb,3634,409,0,0,0,0,0,0,0,0,0,0
9gvUDDPi,3638,409,0,0,0,0,0,0,0,0,0,0
9bOJdyLC,3736,409,0,0,0,0,0,0,0,0,0,0
EpRK9p0i,3869,409,0,0,0,0,0,0,0,0,0,0
QQzI2N6C,3976,409,0,0,0,0,0,0,0,0,0,0
IVS4SD6O,4037,409,0,0,0,0,0,0,0,0,0,0
ge9tJicm,4039,409,0,0,0,0,0,0,0,0,0,0
zBu4wLkx,4110,409,0,0,0,0,0,0,0,0,0,0
9FavjrNu,4163,409,0,0,0,0,0,0,0,0,0,0
8a6Hsvhc,4182,409,0,0,0,0,0,0,0,0,0,0
qrUyjvTF,4289,409,0,0,0,0,0,0,0,0,0,0
YkqlDOWb,4299,409,0,0,0,0,0,0,0,0,0,0
8Vo9bX4R,4302,409,0,0,0,0,0,0,0,0,0,0
dugUFjC9,4435,409,1,0,0,0,0,0,0,0,0,0
Ul6BfX50,4437,409,0,0,0,0,0,0,0,0,0,0
iOat6uBK,4510,409,0,0,0,0,0,0,0,0,0,0
ZeqtkENX,4647,409,0,0,0,0,0,0,0,0,0,0
yeSN50YU,4677,409,0,0,0,0,0,0,0,0,0,0
P74JKVcQ,4733,409,0,0,0,0,0,0,0,0,0,0
GMMdtWgG,4739,409,0,0,0,0,0,0,0,0,0,0
y68LPRkV,4809,409,0,0,0,0,0,0,0,0,0,0
PlEkjhkv,4812,409,0,0,0,0,0,0,0,0,0,0
sdb91wPL,4820,409,0,0,0,0,0,0,0,0,0,0
Dx7z84qA,4876,409,0,0,0,0,0,0,0,0,0,0
qdUcCX7X,4907,409,0,0,0,0,0,0,0,0,0,0
IFVPodWe,4924,409,0,0,0,0,0,0,0,0,0,0
EG0e0Rvm,4934,409,0,0,0,0,0,0,0,0,0,0
ncjpi7J2,4951,409,0,0,0,0,0,0,0,0,0,0
Anwa0sco,4958,409,0,0,0,0,0,0,0,0,0,0
XONyLRt6,4980,409,0,0,0,0,0,0,0,0,0,0
wyrPAQRF,5037,409,0,0,0,0,0,0,0,0,0,0
fKFfBpbw,5114,409,0,0,0,0,0,0,0,0,0,0
wrUNzQsz,5115,409,0,0,0,0,0,0,0,0,0,0
SbhKMcpv,5169,409,0,0,0,0,0,0,0,0,0,0
tjeIZVqQ,5234,409,0,0,0,0,0,0,0,0,0,0
xUolhbrR,5274,409,0,0,0,0,0,0,0,0,0,0
OU9OpKaG,5278,409,0,0,0,0,0,0,0,0,0,0
1Sj7xAZx,5315,409,0,0,0,0,0,0,0,0,0,0
SfMWwDgt,5363,409,0,0,0,0,0,0,0,0,0,0
WOU9nyXU,5376,409,0,0,0,0,0,0,0,0,0,0
7peZBs8n,5402,409,0,0,0,0,0,0,0,0,0,0
u0plQjX0,5412,409,0,0,0,0,0,0,0,0,0,0
5WXFQb51,5483,409,0,0,0,0,0,0,0,0,0,0
FiIcLa0E,5489,409,0,0,0,0,0,0,0,0,0,0
30DEA5Kf,5607,409,0,0,0,0,0,0,0,0,0,0
bh92KxaH,5731,409,0,0,0,0,0,0,0,0,0,0
SaIyV0FS,5762,409,0,0,0,0,0,0,0,0,0,0
doBncFDU,5844,409,0,0,0,0,0,0,0,0,0,0
jQRUAPB1,5874,409,1,0,0,0,0,0,0,0,0,0
E1rdtX3K,5897,409,0,0,0,0,0,0,0,0,0,0
6mFoUBOg,5929,409,0,0,0,0,0,0,0,0,0,0
aglAXceq,5931,409,0,0,0,0,0,0,0,0,0,0
Fo40ot4m,5960,409,0,0,0,0,0,0,0,0,0,0
woeAE0oR,5970,409,0,0,0,0,0,0,0,0,0,0
T99d4Vmc,5993,409,0,0,0,0,0,0,0,0,0,0
KMHlpzl2,6014,409,0,0,0,0,0,0,0,0,0,0
bLW1fViO,6188,409,0,0,0,0,0,0,0,0,0,0
IEquskEQ,6207,409,0,0,0,0,0,0,0,0,0,0
RAeG0DGh,6226,409,0,0,0,0,0,0,0,0,0,0
A8l3osZn,6280,409,0,0,0,0,0,0,0,0,0,0
BGbCmQxp,6299,409,0,0,0,0,0,0,0,0,0,0
sIPV0FOd,6353,409,0,0,0,0,0,0,0,0,0,0
KZc40Z6F,6387,409,0,0,0,0,0,0,0,0,0,0
JbTdz9cB,6405,409,0,0,0,0,0,0,0,0,0,0
Z9zEnuqv,6409,409,0,0,0,0,0,0,0,0,0,0
TKLO5gld,6455,409,0,0,0,0,0,0,0,0,0,0
q1fVnQ4v,6479,409,0,0,0,0,0,0,0,0,0,0
vh5M9r7q,6555,409,0,0,0,0,0,0,0,0,0,0
GRGyuOxl,6616,409,0,0,0,0,0,0,0,0,0,0
anbLLtt3,6618,409,0,0,0,0,0,0,0,0,0,0
cPAd0tZu,6649,409,0,0,0,0,0,0,0,0,0,0
BDUSFcsT,6690,409,0,0,0,0,0,0,0,0,0,0
pCpPclBJ,6699,409,0,0,0,0,0,0,0,0,0,0
mIWxl5Va,6712,409,0,0,0,0,0,0,0,0,0,0
pjLacjYx,6714,409,0,0,0,0,0,0,0,0,0,0
YbAw6ctn,6761,409,1,0,0,0,0,0,0,0,0,0
cIAvd637,6802,409,0,0,0,0,0,0,0,0,0,0
gVVHh2Ry,6911,409,0,0,0,0,0,0,0,0,0,0
qNY56XSK,6943,409,0,0,0,0,0,0,0,0,0,0
i2qjAzhY,6946,409,1,0,0,0,0,0,0,0,0,0
eiHBfu4U,6986,409,0,0,0,0,0,0,0,0,0,0
xIn50reH,7015,409,1,0,0,0,0,0,0,0,0,0
Etp1C9x8,7037,409,0,0,0,0,0,0,0,0,0,0
dfBlCirq,7039,409,0,0,0,0,0,0,0,0,0,0
zeG6KQYL,7083,409,0,0,0,0,0,0,0,0,0,0
mC6BoKww,7128,409,0,0,0,0,0,0,0,0,0,0
kAlxyJ7S,7224,409,0,0,0,0,0,0,0,0,0,0
3sUK4qSj,7249,409,0,0,0,0,0,0,0,0,0,0
LiJueDzX,7265,409,0,0,0,0,0,0,0,0,0,0
Tby3KVgP,7275,409,0,0,0,0,0,0,0,0,0,0
75WI8VAp,7278,409,0,0,0,0,0,0,0,0,0,0
H62GOOZh,7350,409,0,0,0,0,0,0,0,0,0,0
Szg3nZFf,7382,409,0,0,0,0,0,0,0,0,0,0
eRqsdo2R,7407,409,1,0,0,0,0,0,0,0,0,0
Rw2Zw4GU,7418,409,0,0,0,0,0,0,0,0,0,0
iitaSQ7I,7448,409,0,0,0,0,0,0,0,0,0,0
beTZe2TL,7459,409,1,0,0,0,0,0,0,0,0,0
8RwWypcV,7466,409,0,0,0,0,0,0,0,0,0,0
1UyClhON,7475,409,1,0,0,0,0,0,0,0,0,0
uK6vgHvW,7546,409,0,0,0,0,0,0,0,0,0,0
QRBTixek,7604,409,0,0,0,0,0,0,0,0,0,0
tO9EZgTe,7637,409,0,0,0,0,0,0,0,0,0,0
K1JZd0Pn,7651,409,0,0,0,0,0,0,0,0,0,0
0SmAUKOf,7783,409,0,0,0,0,0,0,0,0,0,0
9mEFX4PS,7860,409,0,0,0,0,0,0,0,0,0,0
JkgMLvbT,7894,409,0,0,0,0,0,0,0,0,0,0
EF05oEJ3,7901,409,0,0,0,0,0,0,0,0,0,0
chzWAJzB,7940,409,0,0,0,0,0,0,0,0,0,0
IVS7asu3,7943,409,0,0,0,0,0,0,0,0,0,0
7cyPNmNL,8004,409,0,0,0,0,0,0,0,0,0,0
7td30z2Y,8171,409,0,0,0,0,0,0,0,0,0,0
tERFGpo2,8180,409,0,0,0,0,0,0,0,0,0,0
JqMGILym,8283,409,0,0,0,0,0,0,0,0,0,0
ilwOaczj,8286,409,0,0,0,0,0,0,0,0,0,0
aRhNNTWz,8304,409,0,0,0,0,0,0,0,0,0,0
klcDk2Fg,8312,409,0,0,0,0,0,0,0,0,0,0
oDbLqQAo,8391,409,0,0,0,0,0,0,0,0,0,0
p1i0agIW,8401,409,0,0,0,0,0,0,0,0,0,0
rDmThpgc,8409,409,0,0,0,0,0,0,0,0,0,0
fDs0iHjG,8439,409,0,0,0,0,0,0,0,0,0,0
wmUCmXiT,8460,409,0,0,0,0,0,0,0,0,0,0
kJxyC9NE,8529,409,0,0,0,0,0,0,0,0,0,0
WUBU7JmW,8560,409,0,0,0,0,0,0,0,0,0,0
5QQY8jAz,8564,409,0,0,0,0,0,0,0,0,0,0
3ZRgyGyv,8613,409,0,0,0,0,0,0,0,0,0,0
Sm9GEFPI,8714,409,0,0,0,0,0,0,0,0,0,0
qAS0VTvp,8747,409,0,0,0,0,0,0,0,0,0,0
TOCy4Lg9,8909,409,0,0,0,0,0,0,0,0,0,0
yxiLpgUs,8914,409,0,0,0,0,0,0,0,0,0,0
mwQngaKH,8946,409,1,0,0,0,0,0,0,0,0,0
3Cp0Mb96,8947,409,0,0,0,0,0,0,0,0,0,0
lD64FOJK,8970,409,0,0,0,0,0,0,0,0,0,0
aLnmeGho,8979,409,0,0,0,0,0,0,0,0,0,0
tJ99WK5L,9002,409,0,0,0,0,0,0,0,0,0,0
qjjul1Gr,9031,409,0,0,0,0,0,0,0,0,0,0
O1F1hTHL,9063,409,0,0,0,0,0,0,0,0,0,0
sxTMoCBt,9073,409,0,0,0,0,0,0,0,0,0,0
ZfrUNmo1,9108,409,0,0,0,0,0,0,0,0,0,0
q9JC0ITJ,9208,409,0,0,0,0,0,0,0,0,0,0
t2mDipSb,9262,409,0,0,0,0,0,0,0,0,0,0
HjVqhcSx,9295,409,0,0,0,0,0,0,0,0,0,0
8YyhTgeR,9319,409,0,0,0,0,0,0,0,0,0,0
Vw7d4TLI,9399,409,0,0,0,0,0,0,0,0,0,0
uiRcXNr2,9413,409,0,0,0,0,0,0,0,0,0,0
YWhPJUSP,9452,409,0,0,0,0,0,0,0,0,0,0
UMnHtVXU,9527,409,0,0,0,0,0,0,0,0,0,0
ItyWQdhP,9583,409,0,0,0,0,0,0,0,0,0,0
PhWN8pAJ,9604,409,0,0,0,0,0,0,0,0,0,0
caOqbEzh,9741,409,0,0,0,0,0,0,0,0,0,0
RDOAhaxX,9761,409,0,0,0,0,0,0,0,0,0,0
0McazWkC,10020,409,0,0,0,0,0,0,0,0,0,0
ixQGGscU,10057,409,0,0,0,0,0,0,0,0,0,0
HTIgNmln,10119,409,0,0,0,0,0,0,0,0,0,0
ZF1jfLAM,10967,409,0,0,0,0,0,0,0,0,0,0
5XzqOqVb,11001,409,0,0,0,0,0,0,0,0,0,0
tfgX29EP,11170,409,0,0,0,0,0,0,0,0,0,0
tcLloQQ1,11313,409,0,0,0,0,0,0,0,0,0,0
azRqHLRr,11601,409,0,0,0,0,0,0,0,0,0,0
fJyzboda,11636,409,0,0,0,0,0,0,0,0,0,0
JSr5yfhQ,11680,409,0,0,0,0,0,0,0,0,0,0
s44EzatK,11925,409,0,0,0,0,0,0,0,0,0,0
dadpXdQa,12731,409,0,0,0,0,0,0,0,0,0,0
zEcFqrUD,12785,409,0,0,0,0,0,0,0,0,0,0
rrZE20y3,13469,409,0,0,0,0,0,0,0,0,0,0
lhIjRqQo,13814,409,0,0,0,0,0,0,0,0,0,0
8Ge8sTGD,13923,409,0,0,0,0,0,0,0,0,0,0
PsZraEor,14631,409,0,0,0,0,0,0,0,0,0,0
fozoitU2,14720,409,0,0,0,0,0,0,0,0,0,0
Q8daqz2x,14907,409,0,0,0,0,0,0,0,0,0,0
6X4qomND,14924,409,0,0,0,0,0,0,0,0,0,0
9TrMgQSm,15117,409,0,0,0,0,0,0,0,0,0,0
iwlSyiDI,15169,409,0,0,0,0,0,0,0,0,0,0
